"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"117","codmine00905","Chidira",2022-07-30,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"118","codmine00933","Ma Boutiques",2021-05-30,"Sud-Kivu",22,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"119","codmine00934","Kapanga",2021-05-26,"Sud-Kivu",42,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","Vert","Observed","Traiter les déchets","IPIS - Madini"
"120","codmine00935","Deux Maisons",2021-05-25,"Sud-Kivu",127,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","Vert","Observed","Lavage, Traiter les déchets","IPIS - Madini"
"121","codmine00936","Idjwi",2021-06-02,"Sud-Kivu",18,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"122","codmine00937","Kenya",2021-05-23,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"123","codmine00944","Bisembe",2021-06-03,"Sud-Kivu",15,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"124","codmine00948","Kimbi",2021-09-22,"Sud-Kivu",105,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"125","codmine00959","Etunga",2021-10-04,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","None observed",NA,"IPIS - Madini"
"126","codmine00969","Marenge",2021-09-30,"Tanganyika",920,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien",NA,"Aléatoire","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"127","codmine00983","Kabanja",2023-03-07,"Sud-Kivu",74,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"128","codmine00984","Masunga",2023-03-07,"Sud-Kivu",48,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"129","codmine00985","Rutabataba 1 (ancien site TransAfrica)",2023-03-07,"Sud-Kivu",37,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"130","codmine00987","Rugezi",2023-03-08,"Sud-Kivu",63,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"131","codmine00989","Michikachika",2023-03-03,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"132","codmine00990","Kahila",2023-03-07,"Sud-Kivu",10,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"133","codmine00991","Namulombwe",2023-03-07,"Sud-Kivu",6,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"134","codmine00992","Bigaragara",2023-03-07,"Sud-Kivu",110,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Quotidien","Ngomino","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"135","codmine00993","Kenya",2023-02-27,"Sud-Kivu",150,"More than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"136","codmine01000","Filon 14 (Lwemba)",2023-02-19,"Sud-Kivu",75,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï Mutetezi","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"137","codmine01018","Malewa",2022-10-01,"Tanganyika",1000,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"138","codmine01030","Jogo/La mort/Ocean",2022-09-26,"Tanganyika",354,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"139","codmine01032","Usinikorege",2022-09-06,"Tanganyika",25,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"140","codmine01049","Mutotolwa",2022-02-20,"Tanganyika",26,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Transport des minerais, Traiter les déchets","IPIS - USAID"
"141","codmine01050","Kampunzu/Camp Nord",2022-02-24,"Tanganyika",107,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC",NA,"Police Nationale Congolaise (sauf PMH)",NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"142","codmine01051","Mpama",2022-02-17,"Tanganyika",200,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"143","codmine01053","Kazombwe",2022-02-26,"Tanganyika",30,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"ANR","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"144","codmine01054","Ntoya/Kantipa",2022-02-07,"Tanganyika",66,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Traiter les déchets","IPIS - USAID"
"145","codmine01145","4 kilomètre",2022-09-04,"Tanganyika",90,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"146","codmine01166","Matongo Bujana",2022-08-31,"Tanganyika",73,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"147","codmine01169","Cadeza",2022-09-23,"Tanganyika",62,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","Maï-Maï Hapa na pale","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"148","codmine01175","Debic",2022-09-13,"Tanganyika",27,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"149","codmine01217","Katato",2022-09-02,"Tanganyika",75,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","None observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Jaune","Observed","Creuser, Lavage","IPIS - USAID"
"150","codmine01234","Kisimba mombo",2022-09-08,"Tanganyika",6,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien","Maï-Maï Hapa na pale","Aléatoire",NA,NA,NA,NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"151","codmine01241","La vie",2022-09-01,"Tanganyika",397,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","iTSCI","Vert","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"152","codmine01245","Lisala",2021-09-19,"Ituri",6,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"153","codmine01259","Mala",2021-11-12,"Tanganyika",113,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours","Maï-Maï Bitonto","Quotidien",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"154","codmine01283","Mitondo",2021-09-29,"Sud-Kivu",1500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Secteur","CNLFM","No traceability program","Vert","None observed",NA,"IPIS - Madini"
"155","codmine01315","Sans souci",2021-09-18,"Ituri",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"156","codmine01320","Stade /murefu",2022-09-08,"Tanganyika",185,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire","Maï-Maï Hapa na pale","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"157","codmine01328","Wemba",2022-09-10,"Tanganyika",74,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire","Maï-Maï Hapa na pale","Aléatoire",NA,NA,NA,NA,NA,NA,"iTSCI","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"158","codmine01332","Mbigili/Zongwe",2022-09-27,"Tanganyika",42,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"159","codmine01533","Makumo",2021-11-05,"Tshopo",8,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","ANR",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"160","codmine01549","Mawamba",2021-06-24,"Ituri",30,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","Observed","Concassage, Lavage, Transport des minerais","IPIS - Madini"
"161","codmine01568","Mulunguyi",2021-11-25,"Tanganyika",700,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï Apa Na Pale","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Transport des minerais","IPIS - USAID"
"162","codmine01722","Lubichako",2021-09-25,"Sud-Kivu",266,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Aléatoire","SAEMAPE","Division des mines","Anti-fraude","Secteur","No traceability program","None","Observed","Creuser, Lavage","IPIS - Madini"
"163","codmine01727","Lulimba",2021-09-21,"Sud-Kivu",245,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Aléatoire","SAEMAPE","Division des mines","ANR","Localité","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets, Cuisinent pour les creuseurs","IPIS - Madini"
"164","codmine01772","Mwana",2023-03-07,"Sud-Kivu",80,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï Lwesula",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"165","codmine01776","Tokou",2020-10-27,"Nord-Kivu",10,"Less than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","UPLC","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Rouge","None observed",NA,"IPIS - IOM"
"166","codmine01790","Tulambo",2023-02-20,"Sud-Kivu",70,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"167","codmine01829","Kitatenge",2022-02-04,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"168","codmine01848","Nyakwagiagia/Kambanyama",2022-02-02,"Sud-Kivu",160,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"169","codmine01871","Baitoli",2022-02-03,"Nord-Kivu",156,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï Juvenal","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"170","codmine01882","Canada",2023-02-28,"Tshopo",48,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
