"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"301","codmine00894","Rwamakaza",2022-07-16,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"302","codmine00903","Mufa",2022-08-02,"Sud-Kivu",90,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"303","codmine00904","Kalongo",2022-08-01,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"304","codmine00905","Chidira",2022-07-30,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"305","codmine00906","Nyamurhale/Lubona",2022-07-09,"Sud-Kivu",340,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","Observed","Concassage, Lavage","IPIS - USAID"
"306","codmine00907","Mukungwe",2022-08-03,"Sud-Kivu",1500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Rouge","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"307","codmine00909","Chinda",2022-07-29,"Sud-Kivu",0,"No data","No data","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"308","codmine00910","Chinda 2",2022-07-29,"Sud-Kivu",85,"More than 2h walk","More than 2h walk","Or","Wolframite",NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"309","codmine00911","Cishembe",2022-07-29,"Sud-Kivu",0,"No data","No data","Cassitérite","Or",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"310","codmine00916","Nyakabindi",2022-07-09,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"311","codmine00923","Nyampeho",2022-07-25,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"312","codmine00928","Chaminyago",2022-07-11,"Sud-Kivu",120,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"313","codmine00929","Rhana",2022-07-12,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"314","codmine00933","Ma Boutiques",2021-05-30,"Sud-Kivu",22,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"315","codmine00934","Kapanga",2021-05-26,"Sud-Kivu",42,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","Vert","Observed","Traiter les déchets","IPIS - Madini"
"316","codmine00935","Deux Maisons",2021-05-25,"Sud-Kivu",127,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","Vert","Observed","Lavage, Traiter les déchets","IPIS - Madini"
"317","codmine00936","Idjwi",2021-06-02,"Sud-Kivu",18,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"318","codmine00937","Kenya",2021-05-23,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines","Anti-fraude","DGI","No traceability program","None","None observed",NA,"IPIS - Madini"
"319","codmine00944","Bisembe",2021-06-03,"Sud-Kivu",15,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Maï-Maï EBUELA MUTETEZI","Quotidien","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"320","codmine00948","Kimbi",2021-09-22,"Sud-Kivu",105,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"321","codmine00956","Lumbwe II",2021-12-14,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"322","codmine00957","Lwiko dredges",2021-12-14,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"323","codmine00958","Tolongwa",2021-12-06,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"324","codmine00959","Etunga",2021-10-04,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","None observed",NA,"IPIS - Madini"
"325","codmine00969","Marenge",2021-09-30,"Tanganyika",920,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien",NA,"Aléatoire","SAEMAPE","Division des mines","Village","CNLFM","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"326","codmine00980","Kitumba",2023-03-08,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"327","codmine00983","Kabanja",2023-03-07,"Sud-Kivu",74,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"328","codmine00984","Masunga",2023-03-07,"Sud-Kivu",48,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"329","codmine00985","Rutabataba 1 (ancien site TransAfrica)",2023-03-07,"Sud-Kivu",37,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"330","codmine00986","Rutabataba 2",2023-03-07,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"331","codmine00987","Rugezi",2023-03-08,"Sud-Kivu",63,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"332","codmine00989","Michikachika",2023-03-03,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"333","codmine00990","Kahila",2023-03-07,"Sud-Kivu",10,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"334","codmine00991","Namulombwe",2023-03-07,"Sud-Kivu",6,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"335","codmine00992","Bigaragara",2023-03-07,"Sud-Kivu",110,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FABB (Forces Armées Biloze Bishambuki)","Quotidien","Ngomino","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"336","codmine00993","Kenya",2023-02-27,"Sud-Kivu",150,"More than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"337","codmine01000","Filon 14 (Lwemba)",2023-02-19,"Sud-Kivu",75,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï Mutetezi","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"338","codmine01018","Malewa",2022-10-01,"Tanganyika",1000,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"339","codmine01030","Jogo/La mort/Ocean",2022-09-26,"Tanganyika",354,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"340","codmine01031","Bovu",2022-09-13,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"341","codmine01032","Usinikorege",2022-09-06,"Tanganyika",25,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"342","codmine01033","Mamba",2022-09-28,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"343","codmine01049","Mutotolwa",2022-02-20,"Tanganyika",26,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Transport des minerais, Traiter les déchets","IPIS - USAID"
"344","codmine01050","Kampunzu/Camp Nord",2022-02-24,"Tanganyika",107,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC",NA,"Police Nationale Congolaise (sauf PMH)",NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"345","codmine01051","Mpama",2022-02-17,"Tanganyika",200,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"346","codmine01052","Kabusano",2022-02-19,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"347","codmine01053","Kazombwe",2022-02-26,"Tanganyika",30,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"ANR","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"348","codmine01054","Ntoya/Kantipa",2022-02-07,"Tanganyika",66,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Traiter les déchets","IPIS - USAID"
"349","codmine01090","Tokomeka",2022-08-03,"Maniema",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"350","codmine01097","Lubolola/Misoke",2023-03-19,"Maniema",407,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","Observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"351","codmine01110","Lengwe",2022-01-01,"Tanganyika",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"352","codmine01113","Kavuta",2021-10-03,"Nord-Kivu",50,"Less than 2h walk","More than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"353","codmine01130","Tchembeke",2022-07-15,"Sud-Kivu",80,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"354","codmine01137","Bipemba 1 kitamuna",2023-03-11,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"355","codmine01138","Bimpemba",2023-03-11,"Maniema",95,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire","FARDC","Aléatoire","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"356","codmine01140","Bukavu ya Bunga",2023-03-11,"Maniema",160,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"357","codmine01142","Ekubuka kitamuna",2023-03-11,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"358","codmine01144","Siera kitamuna",2023-03-11,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"359","codmine01145","4 kilomètre",2022-09-04,"Tanganyika",90,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"360","codmine01148","Atwamani 1",2022-07-26,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"361","codmine01149","Atwamani 2",2022-07-26,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"362","codmine01166","Matongo Bujana",2022-08-31,"Tanganyika",73,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"363","codmine01169","Cadeza",2022-09-23,"Tanganyika",62,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","Maï-Maï Hapa na pale","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"364","codmine01174","Centrale kitamuna",2023-03-13,"Maniema",137,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"365","codmine01175","Debic",2022-09-13,"Tanganyika",27,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"366","codmine01200","Kalomola 1 kitamuna",2023-03-13,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"367","codmine01201","Kalomola 2 kitamuna",2023-03-13,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"368","codmine01217","Katato",2022-09-02,"Tanganyika",75,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","None observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Jaune","Observed","Creuser, Lavage","IPIS - USAID"
"369","codmine01230","Kima",2022-07-26,"Maniema",130,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","FARDC","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DGRMA",NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"370","codmine01234","Kisimba mombo",2022-09-08,"Tanganyika",6,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien","Maï-Maï Hapa na pale","Aléatoire",NA,NA,NA,NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"371","codmine01241","La vie",2022-09-01,"Tanganyika",397,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","iTSCI","Vert","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"372","codmine01243","Liboka",2022-09-11,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"373","codmine01245","Lisala",2021-09-19,"Ituri",6,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"374","codmine01259","Mala",2021-11-12,"Tanganyika",113,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours","Maï-Maï Bitonto","Quotidien",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"375","codmine01263","Mambalu",2022-02-10,"Nord-Kivu",55,"Less than 2h walk","Less than 2h walk","Or","Cassitérite",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Service d'environnement et L'OBLC( Office pour la bonne gouvernance et la lutte contre la corruption)","No traceability program","None","None observed",NA,"IPIS - USAID"
"376","codmine01267","Manjaga",2021-11-24,"Nord-Kivu",0,"No data","No data","Coltan","Or",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"377","codmine01282","Mili",2022-02-10,"Nord-Kivu",44,"More than 2h walk","More than 2h walk","Cassitérite","Or",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"378","codmine01283","Mitondo",2021-09-29,"Sud-Kivu",1500,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Maï-Maï  YAKUTUMBA","Quotidien","Police des Mines (PMH)","Plus d'une fois par semaine","SAEMAPE","Division des mines","Secteur","CNLFM","No traceability program","Vert","None observed",NA,"IPIS - Madini"
"379","codmine01293","Musebe 2",2022-08-31,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"380","codmine01294","Musubi",2022-09-27,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"381","codmine01312","Pitise",2021-11-26,"Nord-Kivu",72,"Car or Motorbike","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"382","codmine01315","Sans souci",2021-09-18,"Ituri",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"383","codmine01320","Stade /murefu",2022-09-08,"Tanganyika",185,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire","Maï-Maï Hapa na pale","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"384","codmine01328","Wemba",2022-09-10,"Tanganyika",74,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire","Maï-Maï Hapa na pale","Aléatoire",NA,NA,NA,NA,NA,NA,"iTSCI","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"385","codmine01332","Mbigili/Zongwe",2022-09-27,"Tanganyika",42,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"386","codmine01335","Filon II",2021-05-17,"Sud-Kivu",250,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - Madini"
"387","codmine01349","Mahamba",2022-07-11,"Sud-Kivu",80,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","Observed","Lavage, Traiter les déchets","IPIS - USAID"
