"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"516","codmine02600","Ndonga",2022-02-22,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"517","codmine02601","Nyanzala",2021-10-12,"Sud-Kivu",115,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"518","codmine02611","Sifa",2021-11-02,"Tshopo",35,"More than 2h walk","More than 2h walk","Or","Coltan","Cassitérite","None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"519","codmine02614","Kakota 2",2022-03-04,"Maniema",250,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"520","codmine02620","Tufia",2022-03-07,"Maniema",47,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"521","codmine02625","Zua idée",2022-02-24,"Maniema",130,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"522","codmine02627","Saulia",2022-07-23,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"523","codmine02630","Unipe Nikupe",2021-07-01,"Ituri",52,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","Vert","Observed","Concassage, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"524","codmine02636","Muhisi/Rukunda",2021-10-14,"Nord-Kivu",35,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"525","codmine02638","Rukunda",2021-10-12,"Nord-Kivu",160,"Less than 2h walk","Less than 2h walk","Cassitérite","Tourmaline",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"526","codmine02639","Shakubangwa",2021-10-13,"Nord-Kivu",200,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan","Tourmaline","No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"527","codmine02640","Basamani",2023-02-27,"Tshopo",8,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"528","codmine02644","Bireshe",2023-03-19,"Nord-Kivu",120,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Guidon","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"529","codmine02658","Masio I",2023-03-11,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"530","codmine02659","Mulema",2023-03-12,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"531","codmine02663","Musipi",2021-11-15,"Tanganyika",308,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Transport des minerais","IPIS - USAID"
"532","codmine02667","Tukamba",2022-03-02,"Tanganyika",115,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï Bitonto","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser sous terre, Transport des minerais, Traiter les déchets","IPIS - USAID"
"533","codmine02670","Mutanga",2021-09-26,"Nord-Kivu",95,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"534","codmine02676","Mandrupepe",2021-09-27,"Ituri",45,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,"No traceability program","Vert","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"535","codmine02680","Angola",2021-07-10,"Ituri",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"536","codmine02683","Camp Butembo",2021-07-17,"Ituri",2,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Rouge","None observed",NA,"IPIS - Madini"
"537","codmine02685","Mingazi Congo yasika",2021-07-06,"Ituri",30,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"538","codmine02686","Kaza Roho",2021-07-11,"Ituri",5,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","Observed","Lavage","IPIS - Madini"
"539","codmine02698","Vatican",2021-07-19,"Ituri",7,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"540","codmine02700","Bandundu",2021-09-17,"Ituri",15,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"541","codmine02701","Gecamine",2021-07-07,"Ituri",12,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"542","codmine02704","Guerite",2021-07-05,"Ituri",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,"No traceability program","None","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"543","codmine02705","Sombe ya Batoto",2021-09-16,"Ituri",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Groupe de bandits armés","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"544","codmine02706","10 ans étoile du ciel",2021-06-30,"Ituri",111,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"545","codmine02715","Mandimo 2",2021-07-20,"Ituri",21,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"546","codmine02721","Kandate",2021-07-16,"Ituri",25,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"547","codmine02722","Mangombo",2021-06-21,"Ituri",300,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Afridex","Direction Générale des recettes provinciales d'ituri","No traceability program","None","Observed","Concassage, Transport des minerais","IPIS - Madini"
"548","codmine02727","Safari bado",2021-06-20,"Ituri",400,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","Observed","Concassage, Lavage, Traiter les déchets","IPIS - Madini"
"549","codmine02747","Ngulu Ya Mabwe",2022-09-09,"Tanganyika",28,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"550","codmine02754","Tokobika",2022-07-22,"Maniema",49,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois par mois","FARDC","Une fois par mois",NA,NA,"SAEMAPE","Division des mines","DGRMA",NA,"iTSCI","Vert","Observed","Lavage","IPIS - USAID"
"551","codmine02755","Bandron Jugement ya Nzambe",2021-09-27,"Maniema",172,"Less than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"DGI","No traceability program","Vert","Observed","Creuser, Lavage","IPIS - USAID"
"552","codmine02757","Kisombe",2021-09-23,"Maniema",532,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Plus d'une fois par semaine",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"553","codmine02760","Tuara",2021-10-08,"Maniema",0,"No data","No data","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"554","codmine02762","Mutiri",2022-08-10,"Nord-Kivu",0,"No data","No data","Coltan","Cassitérite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"555","codmine02763","Nyange/Bukombo",2022-08-09,"Nord-Kivu",0,"Car or Motorbike","Car or Motorbike","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"556","codmine02764","Piki",2022-08-10,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"557","codmine02765","Bwita",2021-11-28,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"558","codmine02771","Lusasa",2021-11-16,"Sud-Kivu",30,"Car or Motorbike","Car or Motorbike","Or","Cassitérite",NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","Observed","Creuser","IPIS - USAID"
"559","codmine02772","Mabala",2021-11-03,"Sud-Kivu",160,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","iTSCI","Vert","Observed","Aide les parent à preparer la nourriture","IPIS - USAID"
"560","codmine02773","Mikunia",2021-11-03,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"561","codmine02774","Nyambilo",2021-11-27,"Sud-Kivu",61,"More than 2h walk","More than 2h walk","Or","Cassitérite",NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","iTSCI","Vert","None observed",NA,"IPIS - USAID"
"562","codmine02777","Djimbwe",2021-11-20,"Tanganyika",106,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"563","codmine02778","Kamangungulu",2021-05-22,"Sud-Kivu",150,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser","IPIS - Madini"
"564","codmine02781","Kanyama",2021-11-02,"Sud-Kivu",57,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","DPMER",NA,"iTSCI","Vert","None observed",NA,"IPIS"
"565","codmine02782","Kasilu",2021-05-26,"Sud-Kivu",10,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Madini"
"566","codmine02789","Mayi ya batoto",2021-05-31,"Sud-Kivu",15,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Vert","Observed","Creuser, Lavage","IPIS - Madini"
"567","codmine02790","Mwangazi",2021-06-04,"Sud-Kivu",5,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"568","codmine02798","Tchosho",2022-07-14,"Sud-Kivu",300,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"569","codmine02799","Mushebeyi",2022-07-20,"Sud-Kivu",30,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","None","Observed","Creuser, Lavage","IPIS - USAID"
"570","codmine02806","Poto malili",2021-12-01,"Nord-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"571","codmine02808","Kasimba",2021-11-17,"Nord-Kivu",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"572","codmine02809","Kivukulu",2022-02-18,"Nord-Kivu",0,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï FPP/AP","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"573","codmine02810","Katsape",2022-02-18,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï FPP/AP","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"574","codmine02811","Kinyavuhere",2022-02-18,"Nord-Kivu",55,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Jaune","None observed",NA,"IPIS - USAID"
"575","codmine02812","Katato 2",2022-09-02,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"576","codmine02813","Kalongwe",2022-09-02,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"577","codmine02814","Mamba",2022-09-28,"Tanganyika",70,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï Hapa na pale","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"578","codmine02819","Ruziba",2021-05-30,"Sud-Kivu",25,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Madini"
"579","codmine02820","Mashuza",2021-05-24,"Sud-Kivu",24,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"580","codmine02824","Colline 7",2023-03-08,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"581","codmine02826","Colline 5",2023-03-08,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"582","codmine02827","Kiwandawanda",2023-03-09,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"583","codmine02828","Lugundu",2023-03-09,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"584","codmine02839","Colline 4",2023-03-08,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"585","codmine02841","Nyamugengula 2",2022-07-12,"Sud-Kivu",30,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"586","codmine02843","Kachuba",2022-07-16,"Sud-Kivu",83,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","Observed","Concassage, Lavage","IPIS - USAID"
"587","codmine02844","Nyamugengula 1",2022-07-12,"Sud-Kivu",45,"Less than 2h walk","Less than 2h walk","Or","Cassitérite",NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"588","codmine02848","Kamisange",2022-01-01,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"589","codmine02849","Kamisange 2",2022-01-01,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"590","codmine02851","Bucheri",2022-02-13,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"591","codmine02852","Ruzizi",2022-01-01,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"592","codmine02853","Milanga Regeza",2022-02-12,"Sud-Kivu",78,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"593","codmine02861","Kenge",2022-07-23,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"594","codmine02864","Musima 1",2021-11-21,"Sud-Kivu",550,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Plus d'une fois par semaine",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Creuser","IPIS - USAID"
"595","codmine02866","Basela",2022-01-23,"Sud-Kivu",30,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","CNLFM",NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"596","codmine02869","Malinji",2022-08-05,"Sud-Kivu",80,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"597","codmine02872","Madirha",2022-08-06,"Sud-Kivu",250,"Less than 2h walk","Less than 2h walk","Or","Cuivre",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"598","codmine02873","Changoboka",2022-08-05,"Sud-Kivu",106,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"599","codmine02880","Muta Sud",2021-09-22,"Sud-Kivu",55,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Jaune","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Madini"
"600","codmine02881","Filon 7",2021-09-21,"Sud-Kivu",150,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DGI","Chefferie","No traceability program","Rouge","Observed","Creuser, Concassage, Lavage","IPIS - Madini"
"601","codmine02882","Muta Nord",2021-10-09,"Sud-Kivu",90,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Raïa Mutomboki","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","Jaune","None observed",NA,"IPIS - Madini"
"602","codmine02890","Sous sol",2022-02-04,"Nord-Kivu",70,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"OBLC","No traceability program","None","None observed",NA,"IPIS - USAID"
"603","codmine02891","Matongué",2022-02-06,"Nord-Kivu",210,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - USAID"
"604","codmine02899","Kanda ya nini",2022-02-26,"Maniema",0,"No data","No data","Or","Cassitérite","Diamant","No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"605","codmine02902","Fimbo na Fimbo",2022-02-26,"Maniema",0,"No data","No data","Or","Cassitérite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"606","codmine02903","Mango Tree",2022-02-21,"Maniema",5,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"607","codmine02904","Chang Jiang",2022-02-22,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"608","codmine02905","Hewabora",2022-02-22,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"609","codmine02906","Butamu ya Zaïre",2022-02-24,"Maniema",90,"More than 2h walk","More than 2h walk","Diamant","Diamant",NA,"No data","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"610","codmine02919","Zolazola",2022-07-13,"Sud-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"611","codmine02920","Bihula",2021-10-01,"Nord-Kivu",20,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
