Unnamed: 0,name,visit_date,province,workers_numb,mineral1,mineral2,mineral3,mercury,interference,armed_group1,armed_group2,armed_group3,state_service1,state_service2,state_service3,state_service4,childunder15work
797,Kibi,2021-11-19,Tanganyika,100,Or,,,None observed,Observed,Maï-Maï Bitonto,,,,,,,
798,Kabilu,2021-11-17,Sud-Kivu,100,Or,Cassitérite,,None observed,None observed,,,,,,,,"Creuser, Lavage, Traiter les déchets"
799,Byelamanza,2021-11-21,Sud-Kivu,191,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Chefferie,"Creuser, Traiter les déchets"
800,Kitulu1,2021-11-22,Sud-Kivu,88,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,
801,Boma kamakangi,2021-11-23,Sud-Kivu,500,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Chefferie,
802,Rumangabo,2021-11-24,Sud-Kivu,15,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
803,Manzangina/nkokya,2021-11-25,Sud-Kivu,30,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Creuser, Lavage"
804,Pison/kituku,2021-11-30,Sud-Kivu,150,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,Chefferie,
805,Kandjiko,2021-11-30,Sud-Kivu,80,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,ANR,DGM,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets"
806,Kantumba,2021-11-29,Sud-Kivu,15,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,Anti-fraude,
807,Mandene,2021-11-16,Nord-Kivu,120,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
808,Kapapayi,2021-11-18,Nord-Kivu,27,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
809,Kingolyo,2021-11-18,Nord-Kivu,12,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
810,Bomalibala,2021-11-19,Nord-Kivu,40,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
811,Kaboto,2021-11-20,Nord-Kivu,28,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
812,Kikuku,2021-11-22,Nord-Kivu,23,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
813,Bouvon,2021-11-25,Nord-Kivu,16,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,Creuser
814,Basyamusu,2021-11-26,Nord-Kivu,27,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
815,Makumo,2021-12-09,Nord-Kivu,95,Or,,,None observed,Observed,FARDC,Maï-Maï Simba,,,,,,
816,Bizola,2021-11-29,Maniema,185,Or,,,None observed,Observed,Maï-Maï Malaika,FARDC,,,,,,
817,Longwame,2021-11-30,Maniema,123,Or,,,None observed,Observed,FARDC,Maï-Maï Malaika,,,,,,"Creuser, Creuser sous terre, Lavage"
818,Concasseur,2021-12-01,Maniema,350,Or,,,Observed,Observed,FARDC,Maï-Maï Malaika,Police Nationale Congolaise (sauf PMH),,,,,"Lavage, Traiter les déchets, Usage du mercure"
819,Kasanga,2021-12-13,Maniema,120,Or,,,None observed,Observed,Maï-Maï Apa Na Pale,,,SAEMAPE,,,,
820,Namoya,2021-12-17,Maniema,140,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,CEEC,
821,Mabanga,2021-12-20,Maniema,89,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
822,Gao,2022-01-11,Haut-Uele,60,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Secteur,Creuser
823,Meo,2022-01-11,Haut-Uele,47,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Creuser, Traiter les déchets"
824,Maitongo,2022-01-11,Haut-Uele,57,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,Creuser
825,Babarau,2022-01-11,Haut-Uele,150,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
826,Mangazi,2022-01-12,Haut-Uele,200,Or,,,Observed,None observed,,,,SAEMAPE,Chefferie,Division des mines,,Lavage
827,Toli,2022-01-13,Haut-Uele,23,Or,,,Observed,None observed,,,,,,,,
828,Rosoroso2,2022-01-13,Haut-Uele,60,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Creuser, Lavage"
829,Mission Moto2,2022-01-15,Haut-Uele,33,Or,,,Observed,None observed,Police Nationale Congolaise (sauf PMH),,,,,,,
830,Dieu Merci,2022-01-17,Haut-Uele,332,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Creuser, Lavage"
831,Kabunjanga,2022-01-17,Haut-Uele,60,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
832,CPA,2022-01-18,Haut-Uele,64,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Chefferie,"Lavage, Traiter les déchets"
833,Djagaradja,2022-01-18,Haut-Uele,52,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Secteur,,"Creuser, Lavage"
834,Mission Moto 1,2022-01-22,Haut-Uele,85,Or,,,Observed,Observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,Environnement,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
835,Madesu,2022-01-22,Haut-Uele,55,Or,,,Observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,Ramassage des pierres en surface pour amener au broyage
836,Katra,2022-01-22,Haut-Uele,85,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
837,33,2022-01-26,Haut-Uele,98,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,"Lavage, Usage du mercure"
838,Temps Présent,2021-09-26,Maniema,180,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,La DGI,"Creuser, Traiter les déchets"
839,Rugumba,2021-11-22,Tanganyika,104,Or,,,None observed,Observed,FARDC,Maï-Maï Apa Na Pale,,SAEMAPE,Division des mines,Groupement,,
840,Midede,2021-11-27,Nord-Kivu,20,Or,,,None observed,None observed,,,,,,,,
841,Tulungwa,2021-12-06,Maniema,50,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
842,TSM/Lukolo,2021-12-09,Maniema,12,Or,,,Observed,Observed,FARDC,Maï-Maï Apa Na Pale,,SAEMAPE,Division des mines,,,
843,Lwiko,2021-12-14,Maniema,86,Or,,,None observed,None observed,,,,Chefferie,,,,
844,Mbula Mbula,2022-01-20,Haut-Uele,74,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
845,Kanyuki/Moba1,2021-11-11,Sud-Kivu,150,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Chefferie,"Creuser, Concassage, Lavage, Traiter les déchets"
846,Rwanda,2021-09-27,Maniema,85,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,DGI,"Creuser, Lavage, Traiter les déchets"
847,Chabangi,2022-01-19,Sud-Kivu,25,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
848,Karasi,2022-01-28,Sud-Kivu,15,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
849,Ndeya/Kabikululu,2022-01-21,Sud-Kivu,30,Diamant,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
850,Kakalanya/malongo,2022-01-30,Sud-Kivu,70,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,Anti-fraude,
851,Kyakankenge,2022-02-07,Sud-Kivu,120,Or,,,Observed,None observed,,,,SAEMAPE,Groupement,,,Creuser
852,Wagila-Elila,2022-02-08,Sud-Kivu,22,Or,,,Observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,,,
853,Kilomoto/Bongozabyaso,2022-02-15,Sud-Kivu,50,Or,Cassitérite,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
854,Kamusembe/Moscou,2022-02-16,Sud-Kivu,30,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
855,Ifarifari,2022-01-22,Nord-Kivu,80,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
856,Mambuluku/Mutakato,2022-01-23,Nord-Kivu,55,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,Le service d'environnement,
857,Vumulia II,2022-02-09,Nord-Kivu,48,Cassitérite,Or,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
858,Kaza roho,2022-02-09,Nord-Kivu,47,Cassitérite,Or,,Observed,None observed,,,,SAEMAPE,,,,
859,Vumulia I,2022-02-09,Nord-Kivu,36,Cassitérite,Or,,Observed,None observed,,,,SAEMAPE,,,,
860,10 Mille ans,2022-02-10,Nord-Kivu,65,Or,Cassitérite,,Observed,None observed,,,,SAEMAPE,Division des mines,,Le service d'environnement,
861,Union match,2022-02-12,Nord-Kivu,35,Or,,,None observed,Observed,FARDC,,,SAEMAPE,Division des mines,,OBLC (Office pour la bonne gouvernance et la lutte contre la corruption).,
862,Kakuma,2022-02-08,Tanganyika,132,Or,,,None observed,None observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
863,Bwali,2022-02-10,Tanganyika,25,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
864,Kibola/Kavumba,2022-02-11,Tanganyika,24,Or,,,None observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,
865,Jean-Mari/Mushindwa,2022-02-12,Tanganyika,33,Or,,,None observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,Chefferie,,
866,Camp Somida/Lukumbi,2022-02-12,Tanganyika,24,Or,,,None observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,Groupement,,
867,Vodacom/Mushindwa,2022-02-12,Tanganyika,40,Or,,,None observed,None observed,Police Nationale Congolaise (sauf PMH),,,SAEMAPE,Division des mines,Chefferie,,
868,Kamena/Kitwi et Kali,2022-02-14,Tanganyika,40,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,ANR,,"Creuser, Traiter les déchets"
869,Kasoro,2022-02-19,Tanganyika,31,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Groupement,,
870,Mabwensepi,2022-02-21,Tanganyika,270,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,Groupement,
871,Kando,2022-02-15,Tanganyika,30,Or,,,None observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,,"Creuser, Traiter les déchets"
872,Sumbo,2022-01-23,Nord-Kivu,63,Or,,,None observed,Observed,FARDC,Maï-Maï Juvenal,,SAEMAPE,,,,
873,Lusasiko,2022-01-24,Nord-Kivu,328,Or,,,None observed,Observed,Maï-Maï Juvenal,,,,,,,"Creuser, Transport des minerais, Traiter les déchets"
874,Katimbya,2022-01-24,Nord-Kivu,35,Or,,,None observed,None observed,,,,,,,,
875,Kikimba/Kaviru,2022-01-24,Nord-Kivu,125,Or,,,None observed,None observed,,,,,,,,
876,Kavondo,2022-01-25,Nord-Kivu,150,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,
877,Vitsange,2022-01-26,Nord-Kivu,38,Or,,,None observed,Observed,FARDC,Maï-Maï FPP/AP,,,,,,
878,Kitsanga,2022-01-26,Nord-Kivu,102,Or,,,None observed,Observed,FARDC,Maï-Maï FPP/AP,,,,,,Creuser
879,Matalyo,2022-01-26,Nord-Kivu,65,Or,,,None observed,Observed,FARDC,Maï-Maï FPP/AP,,,,,,
880,Batoto,2022-01-29,Nord-Kivu,35,Or,,,None observed,None observed,,,,SAEMAPE,,ANR,PNC,
881,Kabanana/Lwali,2022-02-01,Nord-Kivu,63,Or,,,None observed,Observed,FARDC,,,,,,,
882,Kabasha,2022-02-03,Nord-Kivu,138,Or,,,None observed,Observed,Maï-Maï Juvenal,,,,,,,
883,Pitakongo,2022-02-10,Nord-Kivu,40,Or,,,Observed,Observed,Maï-Maï FPP/AP,,,,,,,
884,Kandimo,2022-02-15,Nord-Kivu,39,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
885,Lybie,2022-02-15,Nord-Kivu,65,Or,,,None observed,Observed,Maï-Maï FPP/AP,,,,,,,
886,Kumbu,2022-02-15,Nord-Kivu,47,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
887,Runzuru,2022-02-15,Nord-Kivu,98,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
888,Kaza Roho,2022-02-15,Nord-Kivu,32,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
889,Makutanio,2022-02-15,Nord-Kivu,408,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
890,Masukurubu,2022-02-15,Nord-Kivu,200,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
891,Zua idée,2022-02-15,Nord-Kivu,87,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
892,La vie,2022-02-15,Nord-Kivu,600,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
893,Bikoko,2022-02-15,Nord-Kivu,218,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
894,Magoagoa/Mikyota,2022-02-15,Nord-Kivu,320,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,
895,Mabombi,2022-02-15,Nord-Kivu,156,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
896,Vumilia/Ilubo,2022-02-15,Nord-Kivu,6000,Or,,,Observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,"Creuser, Lavage, Traiter les déchets"
897,Malezia,2022-02-16,Nord-Kivu,47,Or,,,None observed,Observed,Maï-Maï FPP/AP,,,,,,,
898,Kakuka,2022-02-16,Nord-Kivu,158,Or,,,None observed,Observed,Maï-Maï FPP/AP,,,,,,,
899,Sanjin,2022-02-17,Nord-Kivu,408,Or,,,None observed,Observed,Maï-Maï FPP/AP,NDC-R,,,,,,Creuser
900,Luveve,2022-02-18,Nord-Kivu,200,Or,,,None observed,Observed,Maï-Maï FPP/AP,,,,,,,
901,Kisavadudu,2022-02-18,Nord-Kivu,45,Or,,,None observed,Observed,Maï-Maï FPP/AP,,,,,,,
902,Bikara,2022-02-19,Nord-Kivu,75,Or,,,None observed,None observed,,,,,,,,
903,COMACO,2022-02-20,Maniema,70,Cuivre,,,No data,None observed,,,,SAEMAPE,,,,
904,Stelac Loso/COMIBA,2022-02-22,Maniema,6,Or,,,Observed,None observed,FARDC,,,SAEMAPE,Division des mines,,,
905,Amakinga,2022-02-26,Maniema,150,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,,,
906,Yumbi,2022-03-02,Maniema,15,Or,,,Observed,None observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,
907,Lowa,2022-03-05,Maniema,140,Or,Cassitérite,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
908,Lukamba/nyalubwe,2022-04-07,Sud-Kivu,70,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,Creuser
909,Kananga /Nyamukindula,2022-04-07,Sud-Kivu,30,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage"
910,Zalya,2023-03-05,Sud-Kivu,70,Cassitérite,,,No data,Observed,Maï-Maï Lwesula,,,SAEMAPE,Division des mines,Chefferie,,
911,Musokolo,2023-03-05,Sud-Kivu,200,Coltan,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
912,Mwana 2,2023-03-06,Sud-Kivu,100,Cassitérite,,,No data,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
913,Rugomoza,2023-03-08,Sud-Kivu,0,Cassitérite,,,No data,None observed,,,,,,,,
914,Kwatende,2023-03-10,Sud-Kivu,50,Or,,,None observed,Observed,Maï-Maï Lwesula,,,SAEMAPE,Division des mines,Chefferie,,
915,Muliza,2023-03-11,Sud-Kivu,50,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,,
916,Miza,2023-03-10,Sud-Kivu,5,Or,,,None observed,Observed,Maï-Maï Lwesula,,,Chefferie,,,,
917,Mushwau Aval,2022-08-16,Nord-Kivu,60,Cassitérite,Coltan,,No data,Observed,Maï-Maï APCLS,,,,,,,
918,Kasopo,2022-08-16,Nord-Kivu,0,Or,Cassitérite,Coltan,No data,None observed,,,,,,,,
919,Mbemba,2022-08-16,Nord-Kivu,45,Or,Cassitérite,Coltan,None observed,Observed,Maï-Maï APCLS,,,,,,,
920,Miirimbo,2022-08-16,Nord-Kivu,0,Cassitérite,Coltan,,No data,None observed,,,,,,,,
921,Kahira,2022-08-15,Nord-Kivu,75,Cassitérite,Coltan,,No data,Observed,Maï-Maï APCLS,,,SAEMAPE,Division des mines,,,
922,Ngululu,2022-08-17,Nord-Kivu,0,Or,Cassitérite,Coltan,No data,None observed,,,,,,,,
923,Lulambo,2022-08-09,Nord-Kivu,25,Coltan,,,No data,Observed,Nyatura,,,,,,,
924,Nyakishiku Braza,2022-08-11,Nord-Kivu,0,Cassitérite,Coltan,,No data,None observed,,,,,,,,
925,Lutso,2022-08-11,Nord-Kivu,50,Coltan,,,No data,Observed,Maï-Maï APCLS,,,,,,,
926,Kinkobongo/Kamushale,2022-09-06,Sud-Kivu,300,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
927,Kitumba/Kamakongo,2022-09-07,Sud-Kivu,50,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
928,Ndeya mulombyo,2022-09-03,Sud-Kivu,200,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
929,Paapa,2022-09-01,Sud-Kivu,400,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
930,Bintidila,2022-08-30,Sud-Kivu,180,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
931,Milembe/Kisege/Mulolo,2022-08-21,Sud-Kivu,400,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
932,Bakoko,2022-06-29,Ituri,175,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,ANR,"Creuser, Traiter les déchets"
933,Bon Marché,2022-07-11,Ituri,55,Or,,,Observed,None observed,,,,,,,,
934,Camp Base,2022-07-01,Ituri,605,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,ANR,Chefferie,
935,Dieu Merci,2022-07-08,Ituri,150,Or,Diamant,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,DGI,
936,Dopi,2022-07-02,Ituri,58,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,DGI,"Concassage, Lavage, Traiter les déchets"
937,Ibakunja,2022-07-03,Ituri,105,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,"Environnement, Énergie",
938,Koweït,2022-07-06,Haut-Uele,120,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,DGI,"Creuser, Concassage, Lavage, Traiter les déchets"
939,Malekesa,2022-06-28,Ituri,100,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,ANR,Chefferie,"Concassage, Traiter les déchets"
940,Mambo Bado,2022-06-30,Ituri,62,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,DGI,
941,Paradis,2022-07-04,Ituri,60,Or,,,Observed,Observed,FARDC,,,,,,,
942,Site Bakeke,2022-07-01,Ituri,140,Or,,,Observed,None observed,,,,,,,,
943,Vumulia,2022-06-29,Tshopo,48,Or,,,Observed,None observed,,,,,,,,"Creuser, Lavage, Transport des minerais, Usage du mercure"
944,Vunja Caisse,2022-07-10,Ituri,40,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,Chefferie,DGI,
945,Enva Bisengo 2,2023-02-21,Tshopo,78,Or,,,None observed,Observed,FARDC,Groupe armé non identifié,,SAEMAPE,Division des mines,Énergie,,
946,Kentucky,2023-02-22,Tshopo,72,Or,,,Observed,Observed,FARDC,,,SAEMAPE,Division des mines,Énergie,,
947,Tour à Tour,2023-02-22,Tshopo,140,Or,,,Observed,Observed,FARDC,,,,,,,
948,Mapendo,2023-02-26,Tshopo,26,Or,,,None observed,Observed,FARDC,,,,,,,
949,Chicago,2023-03-01,Tshopo,42,Or,,,None observed,None observed,,,,SAEMAPE,Division des mines,,,"Creuser, Lavage"
950,Kakanga,2023-03-14,Sud-Kivu,800,Cassitérite,Coltan,,No data,Observed,FARDC,,,SAEMAPE,Division des mines,Chefferie,,
951,Rugabano,2023-02-27,Sud-Kivu,100,Or,,,Observed,Observed,Ngomino,,,,,,,
952,Karongozi,2023-03-07,Sud-Kivu,50,Or,,,None observed,Observed,Ngomino,,,,,,,
953,Karonge,2023-03-07,Sud-Kivu,15,Or,,,None observed,Observed,Ngomino,,,,,,,
954,Kalingi,2023-03-07,Sud-Kivu,6,Or,,,None observed,Observed,Ngomino,,,,,,,
955,Makaina,2023-02-18,Sud-Kivu,35,Or,,,None observed,Observed,Maï-Maï Mutetezi,,,SAEMAPE,Division des mines,,,
956,Katenga/Kidego,2023-02-19,Sud-Kivu,257,Or,,,Observed,Observed,Maï-Maï Mutetezi,,,SAEMAPE,Division des mines,,,
957,Kigazura,2023-02-21,Sud-Kivu,55,Or,,,None observed,Observed,Maï-Maï Mutetezi,,,,,,,
958,Lwelela,2023-02-23,Sud-Kivu,39,Or,,,None observed,Observed,Maï-Maï Mutetezi,,,,,,,
959,Nakisambi,2023-02-25,Sud-Kivu,25,Or,,,None observed,Observed,Maï-Maï Mutetezi,,,,,,,
960,Safienko,2023-03-07,Sud-Kivu,122,Or,,,Observed,Observed,FABB (Forces Armées Biloze Bishambuki),,,,,,,
961,Kaza Roho,2023-03-08,Sud-Kivu,15,Or,,,No data,Observed,FABB (Forces Armées Biloze Bishambuki),,,,,,,
962,Tchamakala/Pay-Pay,2023-03-14,Maniema,100,Or,,,Observed,Observed,FARDC,FARDC,,SAEMAPE,,,,"Lavage, Traiter les déchets, Usage du mercure, La pêche"
963,Musafiri/Kivuko,2023-03-06,Maniema,280,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),Groupe autodéfense Kems,SAEMAPE,Division des mines,,,
964,Tobala,2023-03-06,Maniema,290,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),Groupe autodéfense Kems,SAEMAPE,,,,
965,Musafiri rapide/Dragues,2023-03-06,Maniema,410,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),Groupe autodéfense Kems,SAEMAPE,Division des mines,,,Lavage
966,Camp Matope) Suwa idée,2023-03-09,Maniema,96,Or,Cassitérite,,Observed,None observed,,,,Localité,,,,
967,Tchaliba,2023-03-10,Maniema,300,Or,Cassitérite,,Observed,None observed,,,,,,,,
968,Ponda Muda/Paypay,2023-03-11,Maniema,205,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Concassage, Lavage, Traiter les déchets, Usage du mercure"
969,Pleine/Bukavu,2023-03-11,Maniema,160,Or,,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
970,Tambola,2023-03-13,Maniema,85,Or,,,None observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,
971,Dessert/Mali-mingi,2023-03-14,Maniema,140,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,
972,Champs Pendeza,2023-03-14,Maniema,60,Or,,,Observed,Observed,FARDC,FARDC,,SAEMAPE,Division des mines,,,
973,Dessert/Pay-Pay,2023-03-15,Maniema,180,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,ANR,,"Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure"
974,Camp Israël,2023-03-15,Maniema,85,Or,,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,,,,,
975,Kikungwa,2023-03-19,Maniema,450,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
976,Ulindi 2,2023-03-01,Maniema,210,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,ANR,ANR,"Lavage, Traiter les déchets"
977,Ulindi1/Kilima,2023-03-01,Maniema,85,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,"Lavage, Traiter les déchets, Usage du mercure"
978,Mali ya Mungu,2023-02-25,Maniema,107,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,,,,"Creuser, Lavage"
979,Société étoile d'orient,2023-03-01,Maniema,18,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,,,,,
980,Katobo/Kazabula,2023-02-28,Maniema,160,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,
981,Musafiri,2023-02-24,Maniema,95,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,,DGRMA,,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
982,Chantier 2020,2023-02-28,Maniema,145,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets, Usage du mercure"
983,Lutanda,2023-03-02,Maniema,106,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,"Creuser, Lavage, Traiter les déchets"
984,Muma,2023-02-27,Maniema,160,Or,Cassitérite,,Observed,Observed,FARDC,Police Nationale Congolaise (sauf PMH),FARDC,SAEMAPE,Division des mines,,,
985,Mali mingi,2023-02-28,Maniema,85,Or,Cassitérite,,Observed,None observed,,,,SAEMAPE,Division des mines,,,
